	model	year	price	transmission	mileage	fuelType	tax	mpg	engineSize	automaker	age
31541	 Passat	2019	15350	Manual	9809	Diesel	145	55.4	2	volkswagen	4
31542	 Passat	2017	12498	Manual	44231	Diesel	145	68.9	2	volkswagen	6
31543	 Passat	2017	12998	Manual	59597	Diesel	145	68.9	2	volkswagen	6
31544	 Passat	2019	15350	Manual	8396	Diesel	145	55.4	2	volkswagen	4
31545	 Passat	2019	19298	Semi-Auto	4801	Petrol	145	41.5	1.5	volkswagen	4
31546	 Passat	2020	20998	Semi-Auto	10	Diesel	145	49.6	1.6	volkswagen	3
31547	 Passat	2019	34498	Semi-Auto	10	Hybrid	135	41.5	1.4	volkswagen	4
31548	 Passat	2015	11498	Manual	39416	Diesel	20	68.9	1.6	volkswagen	8
31549	 Passat	2020	21998	Semi-Auto	12	Diesel	145	49.6	1.6	volkswagen	3
31550	 Passat	2019	22498	Semi-Auto	10	Diesel	145	47.1	1.6	volkswagen	4
31551	 Passat	2019	14498	Semi-Auto	11065	Petrol	145	47.1	2	volkswagen	4
31552	 Passat	2019	14495	Manual	28249	Petrol	145	45.6	1.5	volkswagen	4
31553	 Passat	2020	21998	Semi-Auto	20	Diesel	150	49.6	1.6	volkswagen	3
31554	 Passat	2018	16998	Semi-Auto	27996	Petrol	145	55.4	1.4	volkswagen	5
31555	 Passat	2016	10298	Manual	56038	Diesel	20	68.9	2	volkswagen	7
31556	 Passat	2019	14298	Manual	17819	Petrol	145	47.1	1.5	volkswagen	4
31557	 Passat	2019	14298	Manual	18254	Petrol	145	47.1	1.5	volkswagen	4
31558	 Passat	2019	25998	Semi-Auto	12	Petrol	145	40.4	1.5	volkswagen	4
31559	 Passat	2019	19798	Manual	15	Petrol	145	45.6	1.5	volkswagen	4
31560	 Passat	2019	30498	Semi-Auto	12	Hybrid	135	45.6	1.4	volkswagen	4
31561	 Passat	2019	30998	Semi-Auto	15	Diesel	145	48.7	2	volkswagen	4
31562	 Passat	2015	12698	Semi-Auto	27645	Diesel	30	62.8	2	volkswagen	8
31563	 Passat	2015	9498	Manual	41120	Diesel	20	70.6	1.6	volkswagen	8
31564	 Passat	2015	9998	Manual	44369	Diesel	20	68.9	2	volkswagen	8
31565	 Passat	2019	31498	Semi-Auto	30	Diesel	145	48.7	2	volkswagen	4
31566	 Passat	2019	30498	Semi-Auto	9	Hybrid	135	45.6	1.4	volkswagen	4
31567	 Passat	2019	26498	Semi-Auto	4223	Diesel	150	48.7	2	volkswagen	4
31568	 Passat	2015	9998	Manual	43382	Diesel	20	70.6	1.6	volkswagen	8
31569	 Passat	2016	14998	Semi-Auto	33784	Diesel	30	62.8	2	volkswagen	7
31570	 Passat	2019	28998	Semi-Auto	30	Diesel	145	48.7	2	volkswagen	4
31571	 Passat	2015	15498	Manual	13148	Diesel	20	68.9	2	volkswagen	8
31572	 Passat	2019	19298	Semi-Auto	10781	Petrol	145	41.5	1.5	volkswagen	4
31573	 Passat	2020	20998	Semi-Auto	12	Diesel	145	49.6	1.6	volkswagen	3
31574	 Passat	2020	21998	Semi-Auto	30	Diesel	145	49.6	1.6	volkswagen	3
31575	 Passat	2015	11998	Manual	46845	Diesel	20	68.9	2	volkswagen	8
31576	 Passat	2015	11498	Semi-Auto	64744	Diesel	30	62.8	2	volkswagen	8
31577	 Passat	2017	12498	Manual	20555	Diesel	20	67.3	2	volkswagen	6
31578	 Passat	2020	21998	Semi-Auto	10	Diesel	145	49.6	1.6	volkswagen	3
31579	 Passat	2016	10998	Manual	48735	Diesel	20	68.9	2	volkswagen	7
31580	 Passat	2018	18698	Manual	7395	Petrol	145	56.5	1.4	volkswagen	5
31581	 Passat	2016	9498	Manual	49612	Diesel	20	70.6	1.6	volkswagen	7
31582	 Passat	2016	11798	Manual	28941	Diesel	20	68.9	2	volkswagen	7
31583	 Passat	2020	20998	Semi-Auto	11	Diesel	145	49.6	1.6	volkswagen	3
31584	 Passat	2019	26498	Semi-Auto	30	Diesel	145	54.3	2	volkswagen	4
31585	 Passat	2019	14298	Manual	14400	Petrol	145	47.1	1.5	volkswagen	4
31586	 Passat	2015	13698	Semi-Auto	41843	Diesel	30	61.4	2	volkswagen	8
31587	 Passat	2015	8998	Manual	72216	Diesel	20	70.6	1.6	volkswagen	8
31588	 Passat	2020	20998	Semi-Auto	15	Diesel	145	49.6	1.6	volkswagen	3
31589	 Passat	2020	20998	Semi-Auto	36	Diesel	145	49.6	1.6	volkswagen	3
31590	 Passat	2019	30998	Semi-Auto	30	Hybrid	135	45.6	1.4	volkswagen	4
31591	 Passat	2019	20498	Semi-Auto	30	Diesel	145	49.6	1.6	volkswagen	4
31592	 Passat	2019	21995	Semi-Auto	15	Diesel	145	47.1	1.6	volkswagen	4
31593	 Passat	2019	19995	Manual	4497	Diesel	145	53.3	2	volkswagen	4
31594	 Passat	2016	13698	Manual	33781	Diesel	20	68.9	2	volkswagen	7
31595	 Passat	2015	8998	Manual	76246	Diesel	20	70.6	1.6	volkswagen	8
31596	 Passat	2019	26498	Semi-Auto	25	Diesel	145	54.3	2	volkswagen	4
31597	 Passat	2019	21498	Semi-Auto	10	Petrol	145	42.8	1.5	volkswagen	4
31598	 Passat	2019	20498	Semi-Auto	25	Diesel	145	49.6	1.6	volkswagen	4
31599	 Passat	2019	24498	Manual	25	Petrol	145	43.5	1.5	volkswagen	4
31600	 Passat	2019	31998	Semi-Auto	10	Hybrid	135	43.5	1.4	volkswagen	4
31601	 Passat	2017	16498	Semi-Auto	22136	Diesel	145	60.1	2	volkswagen	6
31602	 Passat	2019	18698	Semi-Auto	12303	Petrol	145	41.5	1.5	volkswagen	4
31603	 Passat	2015	9698	Manual	59297	Diesel	20	70.6	1.6	volkswagen	8
31604	 Passat	2019	28950	Semi-Auto	6200	Diesel	145	48.7	2	volkswagen	4
31605	 Passat	2017	14950	Semi-Auto	30000	Petrol	145	55.4	1.4	volkswagen	6
31606	 Passat	2016	12498	Manual	21919	Diesel	20	70.6	1.6	volkswagen	7
31607	 Passat	2014	5950	Manual	88000	Diesel	30	65.7	1.6	volkswagen	9
31608	 Passat	2019	21989	Semi-Auto	3800	Diesel	145	49.6	1.6	volkswagen	4
31609	 Passat	2018	14450	Manual	31785	Diesel	145	68.9	2	volkswagen	5
31610	 Passat	2017	16795	Semi-Auto	36700	Diesel	145	61.4	2	volkswagen	6
31611	 Passat	2017	16450	Semi-Auto	41800	Diesel	30	62.8	2	volkswagen	6
31612	 Passat	2017	14689	Manual	26664	Diesel	20	68.9	2	volkswagen	6
31613	 Passat	2015	10700	Manual	36242	Diesel	20	68.9	2	volkswagen	8
31614	 Passat	2015	10395	Manual	26354	Diesel	20	68.9	2	volkswagen	8
31615	 Passat	2015	12489	Semi-Auto	56149	Diesel	30	62.8	2	volkswagen	8
31616	 Passat	2019	30498	Semi-Auto	21	Diesel	145	48.7	2	volkswagen	4
31617	 Passat	2020	20998	Semi-Auto	10	Diesel	150	49.6	1.6	volkswagen	3
31618	 Passat	2020	21998	Semi-Auto	10	Diesel	150	49.6	1.6	volkswagen	3
31619	 Passat	2016	13495	Manual	36694	Diesel	20	67.3	1.6	volkswagen	7
31620	 Passat	2018	17998	Manual	9876	Petrol	145	56.5	1.4	volkswagen	5
31621	 Passat	2019	19298	Semi-Auto	4410	Petrol	145	41.5	1.5	volkswagen	4
31622	 Passat	2015	12410	Manual	46195	Diesel	20	68.9	2	volkswagen	8
31623	 Passat	2018	16985	Semi-Auto	59000	Diesel	145	62.8	2	volkswagen	5
31624	 Passat	2015	10798	Semi-Auto	83283	Diesel	125	60.1	2	volkswagen	8
31625	 Passat	2015	11498	Manual	34715	Diesel	20	68.9	2	volkswagen	8
31626	 Passat	2016	10998	Manual	45208	Diesel	20	68.9	2	volkswagen	7
31627	 Passat	2016	14798	Semi-Auto	33485	Diesel	30	61.4	2	volkswagen	7
31628	 Passat	2017	20698	Semi-Auto	34898	Hybrid	0	166	1.4	volkswagen	6
31629	 Passat	2017	19698	Semi-Auto	25088	Hybrid	0	166	1.4	volkswagen	6
31630	 Passat	2015	8070	Manual	59591	Diesel	20	68.9	2	volkswagen	8
31631	 Passat	2019	15995	Semi-Auto	11595	Diesel	150	54.3	2	volkswagen	4
31632	 Passat	2016	11150	Manual	42828	Diesel	20	68.9	2	volkswagen	7
31633	 Passat	2017	16380	Semi-Auto	29221	Diesel	145	62.8	2	volkswagen	6
31634	 Passat	2018	15485	Semi-Auto	32007	Diesel	145	62.8	2	volkswagen	5
31635	 Passat	2017	15698	Semi-Auto	28253	Diesel	145	62.8	2	volkswagen	6
31636	 Passat	2020	20998	Semi-Auto	20	Diesel	145	49.6	1.6	volkswagen	3
31637	 Passat	2020	20998	Semi-Auto	50	Diesel	145	49.6	1.6	volkswagen	3
31638	 Passat	2017	11998	Manual	38768	Diesel	145	70.6	1.6	volkswagen	6
31639	 Passat	2019	14298	Manual	14412	Petrol	145	47.1	1.5	volkswagen	4
31640	 Passat	2020	32491	Automatic	2000	Diesel	145	48.7	2	volkswagen	3
31641	 Passat	2017	13250	Manual	23100	Diesel	20	68.9	2	volkswagen	6
31642	 Passat	2019	26950	Automatic	12000	Diesel	145	48.7	2	volkswagen	4
31643	 Passat	2017	17950	Semi-Auto	58000	Hybrid	0	166	1.4	volkswagen	6
31644	 Passat	2016	12995	Manual	34991	Diesel	20	67.3	1.6	volkswagen	7
31645	 Passat	2017	14995	Semi-Auto	38418	Diesel	30	62.8	2	volkswagen	6
31646	 Passat	2016	10295	Manual	56449	Diesel	20	68.9	2	volkswagen	7
31647	 Passat	2018	12995	Manual	31276	Diesel	145	70.6	1.6	volkswagen	5
31648	 Passat	2018	15985	Semi-Auto	24786	Diesel	145	62.8	2	volkswagen	5
31649	 Passat	2017	23995	Automatic	36328	Hybrid	135	166	1.4	volkswagen	6
31650	 Passat	2015	8590	Manual	62459	Diesel	20	70.6	1.6	volkswagen	8
31651	 Passat	2016	12495	Manual	46485	Diesel	20	68.9	2	volkswagen	7
31652	 Passat	2017	12995	Semi-Auto	43154	Diesel	30	62.8	2	volkswagen	6
31653	 Passat	2019	29995	Automatic	9999	Diesel	145	48.7	2	volkswagen	4
31654	 Passat	2019	15995	Manual	14774	Diesel	145	53.3	2	volkswagen	4
31655	 Passat	2019	24391	Automatic	4919	Petrol	145	39.2	1.5	volkswagen	4
31656	 Passat	2020	27095	Semi-Auto	99	Diesel	145	47.9	2	volkswagen	3
31657	 Passat	2017	12495	Manual	44296	Diesel	145	70.6	1.6	volkswagen	6
31658	 Passat	2019	24995	Automatic	11224	Diesel	145	49.6	2	volkswagen	4
31659	 Passat	2016	11995	Manual	51204	Diesel	20	68.9	1.6	volkswagen	7
31660	 Passat	2016	12995	Manual	40246	Diesel	20	67.3	2	volkswagen	7
31661	 Passat	2015	13795	Manual	34646	Diesel	20	68.9	2	volkswagen	8
31662	 Passat	2017	15995	Manual	33691	Diesel	20	67.3	2	volkswagen	6
31663	 Passat	2015	8400	Manual	81148	Diesel	20	68.9	2	volkswagen	8
31664	 Passat	2018	20395	Semi-Auto	7048	Petrol	145	48.7	1.8	volkswagen	5
31665	 Passat	2015	11995	Automatic	29008	Diesel	20	70.6	1.6	volkswagen	8
31666	 Passat	2015	11995	Semi-Auto	29008	Diesel	20	70.6	1.6	volkswagen	8
31667	 Passat	2019	16495	Manual	16728	Diesel	145	54.3	2	volkswagen	4
31668	 Passat	2016	15298	Manual	28450	Diesel	20	67.3	2	volkswagen	7
31669	 Passat	2015	10490	Manual	49959	Diesel	20	68.9	1.6	volkswagen	8
31670	 Passat	2017	12498	Manual	26418	Diesel	20	70.6	1.6	volkswagen	6
31671	 Passat	2017	15999	Semi-Auto	14510	Diesel	150	60.1	2	volkswagen	6
31672	 Passat	2015	9995	Manual	63549	Diesel	20	68.9	1.6	volkswagen	8
31673	 Passat	2017	13995	Manual	21457	Diesel	20	68.9	2	volkswagen	6
31674	 Passat	2014	8190	Manual	60000	Diesel	30	61.4	2	volkswagen	9
31675	 Passat	2017	16495	Semi-Auto	37655	Diesel	125	60.1	2	volkswagen	6
31676	 Passat	2016	15995	Manual	46780	Diesel	125	54.3	2	volkswagen	7
31677	 Passat	2019	18995	Semi-Auto	13466	Diesel	150	51.4	2	volkswagen	4
31678	 Passat	2019	21995	Semi-Auto	15210	Diesel	145	49.6	2	volkswagen	4
31679	 Passat	2020	27999	Semi-Auto	489	Diesel	145	52.3	2	volkswagen	3
31680	 Passat	2015	13299	Manual	14725	Diesel	20	67.3	2	volkswagen	8
31681	 Passat	2015	9500	Manual	46501	Diesel	20	70.6	1.6	volkswagen	8
31682	 Passat	2015	10771	Semi-Auto	42161	Diesel	30	60.1	2	volkswagen	8
31683	 Passat	2016	14995	Manual	20245	Diesel	20	68.9	2	volkswagen	7
31684	 Passat	2016	13495	Semi-Auto	70200	Diesel	30	61.4	2	volkswagen	7
31685	 Passat	2013	7995	Semi-Auto	64012	Diesel	150	54.3	2	volkswagen	10
31686	 Passat	2019	22765	Manual	3088	Petrol	145	43.5	1.5	volkswagen	4
31687	 Passat	2020	32965	Semi-Auto	7082	Diesel	145	37.2	2	volkswagen	3
31688	 Passat	2019	19050	Manual	9709	Petrol	145	45.6	1.5	volkswagen	4
31689	 Passat	2020	21465	Semi-Auto	100	Diesel	150	49.6	1.6	volkswagen	3
31690	 Passat	2019	23999	Manual	4250	Petrol	145	43.5	1.5	volkswagen	4
31691	 Passat	2017	15999	Semi-Auto	30339	Diesel	150	62.8	2	volkswagen	6
31692	 Passat	2016	12899	Manual	48664	Diesel	20	70.6	1.6	volkswagen	7
31693	 Passat	2019	21999	Manual	71	Petrol	145	45.6	1.5	volkswagen	4
31694	 Passat	2019	25499	Semi-Auto	3501	Diesel	145	49.6	2	volkswagen	4
31695	 Passat	2019	24499	Manual	2501	Petrol	145	43.5	1.5	volkswagen	4
31696	 Passat	2017	13995	Manual	6000	Diesel	145	68.9	2	volkswagen	6
31697	 Passat	2016	17499	Semi-Auto	31037	Diesel	145	53.3	2	volkswagen	7
31698	 Passat	2019	25995	Semi-Auto	5223	Diesel	145	47.9	2	volkswagen	4
31699	 Passat	2019	18499	Semi-Auto	9907	Diesel	145	53.3	2	volkswagen	4
31700	 Passat	2019	23999	Manual	6000	Petrol	145	45.6	1.5	volkswagen	4
31701	 Passat	2015	13995	Semi-Auto	27200	Diesel	30	62.8	2	volkswagen	8
31702	 Passat	2019	24999	Automatic	6000	Diesel	145	49.6	2	volkswagen	4
31703	 Passat	2015	11295	Manual	37701	Diesel	20	68.9	1.6	volkswagen	8
31704	 Passat	2018	18900	Manual	18000	Diesel	145	68.9	2	volkswagen	5
31705	 Passat	2019	34900	Automatic	1200	Petrol	145	33.2	2	volkswagen	4
31706	 Passat	2017	23695	Semi-Auto	25885	Hybrid	135	166	1.4	volkswagen	6
31707	 Passat	2016	12695	Manual	35436	Diesel	20	67.3	2	volkswagen	7
31708	 Passat	2019	27985	Semi-Auto	4355	Hybrid	135	41.5	1.4	volkswagen	4
31709	 Passat	2019	28999	Automatic	1602	Diesel	145	48.7	2	volkswagen	4
31710	 Passat	2019	28199	Semi-Auto	3000	Diesel	145	44.1	2	volkswagen	4
31711	 Passat	2015	11995	Manual	31089	Diesel	20	68.9	1.6	volkswagen	8
31712	 Passat	2018	16991	Semi-Auto	14848	Diesel	145	68.9	1.6	volkswagen	5
31713	 Passat	2017	14490	Manual	11962	Diesel	150	68.9	2	volkswagen	6
31714	 Passat	2015	9999	Manual	82220	Diesel	20	67.3	2	volkswagen	8
31715	 Passat	2017	13699	Semi-Auto	44655	Diesel	30	62.8	2	volkswagen	6
31716	 Passat	2015	11999	Semi-Auto	21162	Diesel	30	62.8	2	volkswagen	8
31717	 Passat	2016	11995	Manual	51241	Diesel	20	68.9	2	volkswagen	7
31718	 Passat	2016	11298	Manual	81443	Diesel	20	67.3	1.6	volkswagen	7
31719	 Passat	2017	14498	Semi-Auto	87749	Hybrid	0	166	1.4	volkswagen	6
31720	 Passat	2019	20450	Semi-Auto	12230	Diesel	150	49.6	2	volkswagen	4
31721	 Passat	2016	12950	Manual	29473	Diesel	20	67.3	2	volkswagen	7
31722	 Passat	2019	16495	Manual	14743	Diesel	145	54.3	2	volkswagen	4
31723	 Passat	2019	19995	Manual	8035	Petrol	145	45.6	1.5	volkswagen	4
31724	 Passat	2019	28995	Semi-Auto	1614	Hybrid	135	43.5	1.4	volkswagen	4
31725	 Passat	2019	25995	Semi-Auto	7852	Diesel	145	48.7	2	volkswagen	4
31726	 Passat	2015	9498	Manual	60358	Diesel	20	68.9	2	volkswagen	8
31727	 Passat	2016	11298	Manual	35123	Diesel	20	70.6	1.6	volkswagen	7
31728	 Passat	2014	9491	Manual	31619	Diesel	30	61.4	2	volkswagen	9
31729	 Passat	2019	26990	Automatic	3987	Petrol	145	35.8	2	volkswagen	4
31730	 Passat	2016	16866	Semi-Auto	12299	Diesel	125	60.1	2	volkswagen	7
31731	 Passat	2019	21450	Manual	3250	Petrol	145	45.6	1.5	volkswagen	4
31732	 Passat	2020	38000	Semi-Auto	2000	Hybrid	135	43.5	1.4	volkswagen	3
31733	 Passat	2020	23000	Manual	2000	Petrol	145	45.6	1.5	volkswagen	3
31734	 Passat	2019	32000	Semi-Auto	5512	Hybrid	135	41.5	1.4	volkswagen	4
31735	 Passat	2019	16346	Semi-Auto	18040	Diesel	145	53.3	2	volkswagen	4
31736	 Passat	2017	15250	Semi-Auto	11493	Petrol	145	55.4	1.4	volkswagen	6
31737	 Passat	2020	28000	Manual	709	Diesel	145	55.4	2	volkswagen	3
31738	 Passat	2016	11720	Semi-Auto	59913	Diesel	30	61.1	2	volkswagen	7
31739	 Passat	2019	22916	Semi-Auto	10446	Petrol	145	39.2	1.5	volkswagen	4
31740	 Passat	2017	13981	Semi-Auto	37607	Diesel	150	62.8	2	volkswagen	6
31741	 Passat	2019	17295	Manual	15065	Diesel	145	51.4	2	volkswagen	4
31742	 Passat	2019	27990	Automatic	3068	Diesel	145	48.7	2	volkswagen	4
31743	 Passat	2016	10995	Semi-Auto	64529	Diesel	30	62.8	2	volkswagen	7
31744	 Passat	2019	23495	Manual	6997	Petrol	145	45.6	1.5	volkswagen	4
31745	 Passat	2017	17950	Semi-Auto	14687	Diesel	30	62.8	2	volkswagen	6
31746	 Passat	2018	16498	Semi-Auto	7929	Petrol	145	42.2	1.5	volkswagen	5
31747	 Passat	2020	36500	Semi-Auto	1026	Hybrid	135	43.5	1.4	volkswagen	3
31748	 Passat	2019	21400	Semi-Auto	1842	Diesel	145	55.4	2	volkswagen	4
31749	 Passat	2016	9881	Manual	58603	Diesel	20	68.9	1.6	volkswagen	7
31750	 Passat	2019	26000	Semi-Auto	7809	Hybrid	135	43.5	1.4	volkswagen	4
31751	 Passat	2020	37000	Semi-Auto	4000	Hybrid	135	41.5	1.4	volkswagen	3
31752	 Passat	2019	16812	Manual	19033	Diesel	145	51.4	2	volkswagen	4
31753	 Passat	2019	19750	Manual	4116	Petrol	145	45.6	1.5	volkswagen	4
31754	 Passat	2016	15911	Manual	46664	Diesel	125	54.3	2	volkswagen	7
31755	 Passat	2017	18782	Manual	7385	Diesel	145	68.9	2	volkswagen	6
31756	 Passat	2019	21388	Manual	6117	Petrol	145	45.6	1.5	volkswagen	4
31757	 Passat	2019	20056	Manual	8778	Diesel	145	51.4	2	volkswagen	4
31758	 Passat	2016	12498	Manual	14225	Diesel	20	70.6	1.6	volkswagen	7
31759	 Passat	2019	24647	Automatic	9386	Diesel	145	54.3	2	volkswagen	4
31760	 Passat	2017	14398	Manual	45145	Diesel	20	67.3	2	volkswagen	6
31761	 Passat	2018	18046	Semi-Auto	4841	Petrol	145	55.4	1.4	volkswagen	5
31762	 Passat	2018	22972	Semi-Auto	56955	Hybrid	135	166	1.4	volkswagen	5
31763	 Passat	2019	17584	Manual	13357	Diesel	145	51.4	2	volkswagen	4
31764	 Passat	2019	17584	Manual	13353	Diesel	145	51.4	2	volkswagen	4
31765	 Passat	2015	10995	Manual	45850	Diesel	20	68.9	2	volkswagen	8
31766	 Passat	2019	34995	Semi-Auto	4000	Diesel	145	37.2	2	volkswagen	4
31767	 Passat	2017	16995	Manual	27437	Diesel	145	68.9	2	volkswagen	6
31768	 Passat	2017	10800	Manual	57760	Diesel	145	68.9	2	volkswagen	6
31769	 Passat	2019	22490	Semi-Auto	10	Diesel	145	47.1	1.6	volkswagen	4
31770	 Passat	2019	27499	Manual	2117	Petrol	145	42.8	1.5	volkswagen	4
31771	 Passat	2019	19762	Semi-Auto	14414	Petrol	145	41.5	1.5	volkswagen	4
31772	 Passat	2020	29990	Semi-Auto	1055	Diesel	145	52.3	2	volkswagen	3
31773	 Passat	2018	19332	Semi-Auto	16799	Diesel	145	62.8	2	volkswagen	5
31774	 Passat	2019	26169	Automatic	9690	Diesel	145	48.7	2	volkswagen	4
31775	 Passat	2016	14495	Semi-Auto	42767	Diesel	125	60.1	2	volkswagen	7
31776	 Passat	2019	17404	Manual	14934	Diesel	145	51.4	2	volkswagen	4
31777	 Passat	2019	25590	Manual	3250	Diesel	145	57.7	2	volkswagen	4
31778	 Passat	2019	16775	Semi-Auto	13340	Diesel	145	53.3	2	volkswagen	4
31779	 Passat	2017	14242	Semi-Auto	33533	Diesel	30	62.8	2	volkswagen	6
31780	 Passat	2019	20495	Semi-Auto	12238	Diesel	150	49.6	2	volkswagen	4
31781	 Passat	2019	16795	Manual	15435	Diesel	150	51.4	2	volkswagen	4
31782	 Passat	2020	30990	Semi-Auto	4765	Diesel	145	48.7	2	volkswagen	3
31783	 Passat	2016	15622	Semi-Auto	33001	Diesel	30	61.4	2	volkswagen	7
31784	 Passat	2019	30990	Automatic	9143	Diesel	145	48.7	2	volkswagen	4
31785	 Passat	2015	10995	Manual	37701	Diesel	20	68.9	1.6	volkswagen	8
31786	 Passat	2016	14995	Semi-Auto	76971	Hybrid	0	166	1.4	volkswagen	7
31787	 Passat	2015	9995	Manual	62602	Diesel	20	68.9	1.6	volkswagen	8
31788	 Passat	2016	11495	Semi-Auto	46644	Diesel	30	62.8	2	volkswagen	7
31789	 Passat	2019	22991	Manual	2987	Petrol	145	45.6	1.5	volkswagen	4
31790	 Passat	2019	20795	Semi-Auto	17947	Diesel	150	51.4	2	volkswagen	4
31791	 Passat	2016	9995	Manual	67191	Diesel	20	68.9	2	volkswagen	7
31792	 Passat	2017	14802	Semi-Auto	20276	Diesel	145	62.8	2	volkswagen	6
31793	 Passat	2017	16995	Semi-Auto	32548	Diesel	145	60.1	2	volkswagen	6
31794	 Passat	2019	19995	Manual	13299	Petrol	145	44.1	1.5	volkswagen	4
31795	 Passat	2017	12150	Manual	32720	Diesel	145	68.9	2	volkswagen	6
31796	 Passat	2016	12350	Manual	22506	Diesel	20	68.9	1.6	volkswagen	7
31797	 Passat	2016	12995	Manual	21545	Diesel	20	68.9	2	volkswagen	7
31798	 Passat	2019	25995	Automatic	1500	Diesel	145	48.7	2	volkswagen	4
31799	 Passat	2018	17998	Manual	6502	Petrol	150	45.6	1.5	volkswagen	5
31800	 Passat	2018	18499	Semi-Auto	20459	Diesel	145	62.8	2	volkswagen	5
31801	 Passat	2015	8522	Manual	73938	Diesel	20	70.6	1.6	volkswagen	8
31802	 Passat	2015	10989	Manual	41786	Diesel	20	67.3	2	volkswagen	8
31803	 Passat	2019	28996	Automatic	3662	Hybrid	135	43.5	1.4	volkswagen	4
31804	 Passat	2018	25620	Semi-Auto	13958	Hybrid	135	166	1.4	volkswagen	5
31805	 Passat	2017	13990	Semi-Auto	45672	Diesel	145	62.8	2	volkswagen	6
31806	 Passat	2017	15290	Manual	31142	Diesel	145	68.9	2	volkswagen	6
31807	 Passat	2018	15390	Semi-Auto	20602	Petrol	145	55.4	1.4	volkswagen	5
31808	 Passat	2017	12100	Semi-Auto	62776	Diesel	30	60.1	2	volkswagen	6
31809	 Passat	2020	29990	Semi-Auto	4000	Diesel	145	48.7	2	volkswagen	3
31810	 Passat	2019	22990	Semi-Auto	22495	Petrol	145	40.4	2	volkswagen	4
31811	 Passat	2016	16932	Semi-Auto	39299	Diesel	125	57.6	2	volkswagen	7
31812	 Passat	2013	7652	Manual	46495	Diesel	30	65.7	1.6	volkswagen	10
31813	 Passat	2014	7391	Manual	76599	Diesel	30	61.4	2	volkswagen	9
31814	 Passat	2014	9701	Manual	69000	Diesel	30	61.4	2	volkswagen	9
31815	 Passat	2017	15991	Semi-Auto	23583	Diesel	30	60.1	2	volkswagen	6
31816	 Passat	2019	20546	Manual	1870	Petrol	145	45.6	1.5	volkswagen	4
31817	 Passat	2019	18990	Manual	11341	Petrol	145	44.1	1.5	volkswagen	4
31818	 Passat	2018	19999	Semi-Auto	17677	Diesel	150	49.6	2	volkswagen	5
31819	 Passat	2018	12310	Manual	33632	Diesel	145	70.6	1.6	volkswagen	5
31820	 Passat	2019	22826	Manual	6033	Petrol	145	42.8	1.5	volkswagen	4
31821	 Passat	2020	27000	Manual	2000	Diesel	150	57.7	2	volkswagen	3
31822	 Passat	2015	12250	Manual	33244	Diesel	20	67.3	2	volkswagen	8
31823	 Passat	2019	17000	Manual	15102	Diesel	150	51.4	2	volkswagen	4
31824	 Passat	2016	13499	Manual	61353	Diesel	125	54.3	2	volkswagen	7
31825	 Passat	2015	10332	Semi-Auto	57121	Diesel	30	60.1	2	volkswagen	8
31826	 Passat	2019	16656	Semi-Auto	14602	Diesel	145	53.3	2	volkswagen	4
31827	 Passat	2015	8299	Manual	91027	Diesel	20	67.3	2	volkswagen	8
31828	 Passat	2019	18750	Semi-Auto	9007	Diesel	145	51.4	2	volkswagen	4
31829	 Passat	2020	28500	Semi-Auto	2000	Diesel	145	52.3	2	volkswagen	3
31830	 Passat	2016	11852	Manual	66439	Diesel	20	68.9	2	volkswagen	7
31831	 Passat	2019	22795	Semi-Auto	4506	Petrol	145	39.2	1.5	volkswagen	4
31832	 Passat	2020	28895	Semi-Auto	6	Petrol	145	40.9	1.5	volkswagen	3
31833	 Passat	2019	24890	Manual	10	Petrol	145	45.6	1.5	volkswagen	4
31834	 Passat	2019	14995	Manual	14430	Diesel	145	53.3	2	volkswagen	4
31835	 Passat	2018	13495	Manual	31971	Diesel	145	68.9	1.6	volkswagen	5
31836	 Passat	2015	10895	Manual	44545	Diesel	20	68.9	2	volkswagen	8
31837	 Passat	2016	11490	Manual	27709	Diesel	20	70.6	1.6	volkswagen	7
31838	 Passat	2017	20990	Semi-Auto	18707	Diesel	145	57.6	2	volkswagen	6
31839	 Passat	2017	19499	Semi-Auto	25091	Petrol	145	54.3	1.4	volkswagen	6
31840	 Passat	2017	11995	Semi-Auto	61660	Diesel	125	60.1	2	volkswagen	6
31841	 Passat	2017	13995	Manual	39157	Diesel	145	68.9	2	volkswagen	6
31842	 Passat	2017	12995	Manual	50194	Diesel	145	68.9	2	volkswagen	6
31843	 Passat	2017	18990	Semi-Auto	15118	Diesel	145	60.1	2	volkswagen	6
31844	 Passat	2019	17990	Semi-Auto	17655	Diesel	150	51.4	2	volkswagen	4
31845	 Passat	2019	23390	Semi-Auto	5790	Petrol	150	39.2	1.5	volkswagen	4
31846	 Passat	2019	17290	Manual	14878	Diesel	145	51.4	2	volkswagen	4
31847	 Passat	2017	25290	Automatic	9498	Hybrid	135	166	1.4	volkswagen	6
31848	 Passat	2019	23790	Semi-Auto	5831	Petrol	145	40.4	2	volkswagen	4
31849	 Passat	2017	13000	Manual	30051	Diesel	145	68.9	2	volkswagen	6
31850	 Passat	2015	11000	Manual	50055	Diesel	20	68.9	1.6	volkswagen	8
31851	 Passat	2020	26995	Semi-Auto	1000	Diesel	150	49.6	2	volkswagen	3
31852	 Passat	2015	10495	Manual	37077	Diesel	20	68.9	1.6	volkswagen	8
