  model   year   price   transmissionmileage fuelTypetax         mpg    engineSizeautomaker age
32357   Passat    2015   11995Automatic   53000Diesel    20   70.6   1.6volkswagen    8
32358   T-Cross   2019   18000Manual       9192Petrol   145   47.9     1volkswagen    4
32359   T-Cross   2019   19493Automatic    4225Petrol   145   45.6     1volkswagen    4
32360   T-Cross   2019   18000Manual       1025Petrol   145   48.7     1volkswagen    4
32361   T-Cross   2020   25395Automatic     298Petrol   145   45.6     1volkswagen    3
32362   T-Cross   2019   17495Manual         33Petrol   145   48.7     1volkswagen    4
32363   T-Cross   2019   18985Manual       2333Petrol   145   47.9     1volkswagen    4
32364   T-Cross   2019   22495Manual        119Petrol   145   47.9     1volkswagen    4
32365   T-Cross   2019   17995Manual       3164Petrol   145   48.7     1volkswagen    4
32366   T-Cross   2019   23995Manual         10Petrol   145   48.7     1volkswagen    4
32367   T-Cross   2019   18485Manual        107Petrol   145   47.9     1volkswagen    4
32368   T-Cross   2020   21995Manual         10Petrol   150   47.9     1volkswagen    3
32369   T-Cross   2020   19290Manual         10Diesel   145   53.3   1.6volkswagen    3
32370   T-Cross   2020   18690Manual       2500Petrol   145   48.7     1volkswagen    3
32371   T-Cross   2020   18790Manual       1500Diesel   145   53.3   1.6volkswagen    3
32372   T-Cross   2019   19790Automatic    2500Petrol   145   45.6     1volkswagen    4
32373   T-Cross   2019   18690Manual       2500Diesel   145   53.3   1.6volkswagen    4
32374   T-Cross   2020   18790Manual       1500Petrol   145   48.7     1volkswagen    3
32375   T-Cross   2020   19990Manual         10Diesel   145   53.3   1.6volkswagen    3
32376   T-Cross   2020   19790Manual         10Diesel   145   53.3   1.6volkswagen    3
32377   T-Cross   2019   17995Manual       2329Petrol   145   48.7     1volkswagen    4
32378   T-Cross   2020   20790Manual         10Petrol   145   47.9     1volkswagen    3
32379   T-Cross   2019   20998Manual         10Diesel   145   52.3   1.6volkswagen    4
32380   T-Cross   2019   16750Manual       5238Petrol   145   48.7     1volkswagen    4
32381   T-Cross   2020   23995Automatic     100Petrol   150   45.6     1volkswagen    3
32382   T-Cross   2020   23990Manual       1652Diesel   150   52.3   1.6volkswagen    3
32383   T-Cross   2019   19495Manual       2000Petrol   145   47.9     1volkswagen    4
32384   T-Cross   2020   23989Automatic    2800Diesel   150   51.4   1.6volkswagen    3
32385   T-Cross   2019   20489Automatic    3800Diesel   150   51.4   1.6volkswagen    4
32386   T-Cross   2020   25989Automatic    2800Diesel   145   50.4   1.6volkswagen    3
32387   T-Cross   2019   21989Automatic    2862Diesel   145   51.4   1.6volkswagen    4
32388   T-Cross   2019   19689Manual       3800Diesel   150   52.3   1.6volkswagen    4
32389   T-Cross   2020   24989Automatic    2800Petrol   145   45.6     1volkswagen    3
32390   T-Cross   2019   20689Manual       2500Diesel   145   52.3   1.6volkswagen    4
32391   T-Cross   2020   19491Manual       2000Petrol   145   48.7     1volkswagen    3
32392   T-Cross   2019   21950Manual       5000Diesel   145   52.3   1.6volkswagen    4
32393   T-Cross   2019   18250Manual         99Petrol   145   47.9     1volkswagen    4
32394   T-Cross   2019   17495Manual         99Petrol   145   47.9     1volkswagen    4
32395   T-Cross   2019   17995Manual         99Petrol   145   47.9     1volkswagen    4
32396   T-Cross   2019   19495Manual       3805Petrol   145   47.9     1volkswagen    4
32397   T-Cross   2020   23955Manual         99Diesel   145   52.3   1.6volkswagen    3
32398   T-Cross   2019   16995Manual       5693Petrol   145   48.7     1volkswagen    4
32399   T-Cross   2020   22999Manual        489Diesel   145   52.3   1.6volkswagen    3
32400   T-Cross   2019   16999Manual       4899Petrol   145   47.9     1volkswagen    4
32401   T-Cross   2020   18999Manual       1549Diesel   145   53.3   1.6volkswagen    3
32402   T-Cross   2019   18499Manual       5000Petrol   145   47.9     1volkswagen    4
32403   T-Cross   2019   17499Manual       5000Petrol   145   47.9     1volkswagen    4
32404   T-Cross   2019   17499Manual       5000Petrol   145   48.7     1volkswagen    4
32405   T-Cross   2020   22465Manual        100Diesel   145   52.3   1.6volkswagen    3
32406   T-Cross   2020   19965Manual        100Diesel   145   53.3   1.6volkswagen    3
32407   T-Cross   2019   17465Manual       1000Petrol   150   48.7     1volkswagen    4
32408   T-Cross   2020   20999Manual        584Petrol   145   47.9     1volkswagen    3
32409   T-Cross   2019   16999Manual       2338Petrol   150   47.9     1volkswagen    4
32410   T-Cross   2019   18299Automatic    2980Diesel   145   51.4   1.6volkswagen    4
32411   T-Cross   2020   20999Manual       1711Petrol   145   47.9     1volkswagen    3
32412   T-Cross   2019   18995Manual       1000Petrol   145   48.7     1volkswagen    4
32413   T-Cross   2019   20999Automatic   15980Diesel   145   50.4   1.6volkswagen   4
32414   T-Cross   2020   21995Manual        500Petrol   145   47.9     1volkswagen   3
32415   T-Cross   2020   19999Manual       2001Petrol   145   47.9     1volkswagen   3
32416   T-Cross   2020   20995Automatic     500Petrol   145   45.6     1volkswagen   3
32417   T-Cross   2019   23495Automatic    2679Petrol   145   45.6     1volkswagen   4
32418   T-Cross   2019   19995Manual       3330Diesel   150   52.3   1.6volkswagen   4
32419   T-Cross   2019   21995Manual       3500Diesel   145   52.3   1.6volkswagen   4
32420   T-Cross   2019   20899Manual       6530Petrol   145   47.9     1volkswagen   4
32421   T-Cross   2020   20499Manual       2000Diesel   145   53.3   1.6volkswagen   3
32422   T-Cross   2020   20990Manual        100Diesel   145   53.3   1.6volkswagen   3
32423   T-Cross   2019   20725Manual        350Petrol   145   47.9     1volkswagen   4
32424   T-Cross   2020   22901Automatic      10Petrol   145   45.6     1volkswagen   3
32425   T-Cross   2020   18745Manual        294Petrol   150   47.9     1volkswagen   3
32426   T-Cross   2019   18945Manual        337Petrol   145   47.9     1volkswagen   4
32427   T-Cross   2020   20995Manual        227Petrol   150   47.9     1volkswagen   3
32428   T-Cross   2020   19999Manual       1306Diesel   145   52.3   1.6volkswagen   3
32429   T-Cross   2019   17995Manual       2485Petrol   150   48.7     1volkswagen   4
32430   T-Cross   2019   21298Automatic    6253Petrol   145   45.6     1volkswagen   4
32431   T-Cross   2020   19250Manual       2636Petrol   145   47.9     1volkswagen   3
32432   T-Cross   2020   19250Manual       1877Petrol   145   47.9     1volkswagen   3
32433   T-Cross   2019   19250Manual       3714Diesel   145   52.3   1.6volkswagen   4
32434   T-Cross   2020   19500Manual       2000Petrol   145   47.9     1volkswagen   3
32435   T-Cross   2020   20490Automatic    1598Petrol   145   45.6     1volkswagen   3
32436   T-Cross   2019   18185Manual       2565Petrol   145   48.7     1volkswagen   4
32437   T-Cross   2019   17890Manual       5053Petrol   145   47.9     1volkswagen   4
32438   T-Cross   2020   21995Manual       2000Petrol   150   47.9     1volkswagen   3
32439   T-Cross   2020   24995Automatic    2000Petrol   145   45.6     1volkswagen   3
32440   T-Cross   2019   18382Manual       3078Petrol   145   47.9     1volkswagen   4
32441   T-Cross   2019   17150Manual       6000Diesel   145   53.3   1.6volkswagen   4
32442   T-Cross   2020   22750Manual       3000Diesel   145   52.3   1.6volkswagen   3
32443   T-Cross   2019   18806Manual       1035Petrol   145   47.9     1volkswagen   4
32444   T-Cross   2019   17495Manual       2830Petrol   145   48.7     1volkswagen   4
32445   T-Cross   2019   18841Manual       3492Petrol   150   47.9     1volkswagen   4
32446   T-Cross   2019   19990Automatic     279Petrol   150   45.6     1volkswagen   4
32447   T-Cross   2019   18300Automatic    9410Petrol   145   45.6     1volkswagen   4
32448   T-Cross   2019   19597Automatic    3508Diesel   145   51.4   1.6volkswagen   4
32449   T-Cross   2019   18587Manual       2564Petrol   145   47.9     1volkswagen   4
32450   T-Cross   2019   20995Manual       2000Petrol   145   47.9     1volkswagen   4
32451   T-Cross   2020   22491Manual       2255Petrol   145   47.9     1volkswagen   3
32452   T-Cross   2019   17704Manual      10740Petrol   145   47.9     1volkswagen   4
32453   T-Cross   2019   20590Automatic    5148Petrol   145   45.6     1volkswagen   4
32454   T-Cross   2019   19680Manual       3267Diesel   145   53.3   1.6volkswagen   4
32455   T-Cross   2019   18950Manual        339Petrol   145   47.9     1volkswagen   4
32456   T-Cross   2019   21132Manual       5086Petrol   145   47.9     1volkswagen   4
32457   T-Cross   2020   22491Manual        420Petrol   145   47.9     1volkswagen   3
32458   T-Cross   2019   18222Manual       2575Petrol   150   47.9     1volkswagen   4
32459   T-Cross   2019   19391Automatic    2169Petrol   145   45.6     1volkswagen   4
32460   T-Cross   2020   23500Automatic    1155Petrol   145   45.6     1volkswagen   3
32461   T-Cross   2019   19995Automatic    4500Diesel   145   51.4   1.6volkswagen   4
32462   T-Cross   2019   21795Manual       1000Petrol   145   47.9     1volkswagen   4
32463   T-Cross   2019   19498Manual          6Petrol   145   47.9     1volkswagen   4
32464   T-Cross   2019   20744Automatic    3966Diesel   145   51.4   1.6volkswagen   4
32465   T-Cross   2019   21142Manual       3500Petrol   145   47.9     1volkswagen   4
32466   T-Cross   2020   20990Manual       2500Diesel   145   52.3   1.6volkswagen   3
32467   T-Cross   2019   18100Manual       3378Petrol   145   47.9     1volkswagen   4
32468   T-Cross   2019   22990Manual       4240Diesel   145   52.3   1.6volkswagen   4
32469   T-Cross   2019   21991Manual       6642Diesel   145   52.3   1.6volkswagen   4
32470   T-Cross   2019   21875Manual       2694Petrol   145   47.9     1volkswagen   4
32471   T-Cross   2019   19990Automatic    2945Petrol   145   45.6     1volkswagen   4
32472   T-Cross   2020   23990Automatic    1140Petrol   145   45.6     1volkswagen   3
32473   T-Cross   2019   17190Manual       6584Petrol   145   47.9     1volkswagen   4
32474   T-Cross   2019   17790Manual       3084Diesel   145   53.3   1.6volkswagen   4
32475   T-Cross   2020   19590Manual       3500Diesel   145   53.3   1.6volkswagen   3
32476   T-Cross   2020   19990Manual       3500Petrol   145   47.9     1volkswagen   3
32477   T-Cross   2020   20000Manual       2000Diesel   150   53.3   1.6volkswagen   3
32478   T-Cross   2020   22000Automatic    1728Petrol   145   45.6     1volkswagen   3
32479   T-Cross   2020   22500Manual       2000Diesel   145   52.3   1.6volkswagen   3
32480   T-Cross   2019   19350Automatic    3000Diesel   145   51.4   1.6volkswagen   4
32481   T-Cross   2020   23500Manual       2000Diesel   145   52.3   1.6volkswagen   3
32482   T-Cross   2019   17990Manual       3200Petrol   145   47.9     1volkswagen   4
32483   T-Cross   2019   18191Manual         50Petrol   145   48.7     1volkswagen   4
32484   T-Cross   2019   18490Manual       3136Petrol   145   47.9     1volkswagen   4
32485   T-Cross   2019   16890Manual       1978Petrol   145   48.7     1volkswagen   4
32486   T-Cross   2019   19990Manual       7462Petrol   145   47.9     1volkswagen   4
32487   T-Cross   2020   23190Automatic    1691Petrol   150   45.6     1volkswagen   3
32488   T-Cross   2019   19495Semi-Auto    2000Petrol   145   45.6     1volkswagen   4
32489   T-Cross   2019   17295Manual       3596Petrol   145   47.9     1volkswagen   4
32490   T-Cross   2019   19490Automatic    4675Petrol   145   45.6     1volkswagen   4
32491   T-Cross   2019   17990Manual       4834Petrol   150   47.9     1volkswagen   4
32492   T-Cross   2020   21495Manual       1500Diesel   145   53.3   1.6volkswagen   3
32493   T-Cross   2019   19250Automatic    7500Diesel   145   51.4   1.6volkswagen   4
32494   T-Cross   2019   16995Manual       1547Diesel   145   53.3   1.6volkswagen   4
32495   T-Cross   2019   16995Manual       3305Diesel   145   53.3   1.6volkswagen   4
32496   T-Cross   2019   17987Manual       6209Petrol   145   47.9     1volkswagen   4
32497   T-Cross   2019   20990Manual       4509Diesel   145   52.3   1.6volkswagen   4
32498   T-Cross   2019   17890Manual       5111Petrol   145   47.9     1volkswagen   4
32499   T-Cross   2019   19034Manual       2826Petrol   145   47.9     1volkswagen   4
32500   T-Cross   2019   22990Automatic    3467Petrol   150   45.6     1volkswagen   4
32501   T-Cross   2019   19995Manual       7753Petrol   145   47.9     1volkswagen   4
32502   T-Cross   2019   18225Manual       5000Petrol   145   47.9     1volkswagen   4
32503   T-Cross   2019   22950Automatic    6242Petrol   145   45.6     1volkswagen   4
32504   T-Cross   2020   23990Manual         10Diesel   145   52.3   1.6volkswagen   3
32505   T-Cross   2019   18990Manual       4774Diesel   145   52.3   1.6volkswagen   4
32506   T-Cross   2020   21642Automatic    2000Petrol   145   45.6     1volkswagen   3
32507   T-Cross   2019   23990Manual        100Diesel   145   52.3   1.6volkswagen   4
32508   T-Cross   2019   20490Automatic    1218Petrol   145   45.6     1volkswagen   4
32509   T-Cross   2019   18990Manual        962Petrol   145   48.7     1volkswagen   4
32510   T-Cross   2020   18990Manual        691Petrol   145   47.9     1volkswagen   3
32511   T-Cross   2019   18690Automatic    4413Petrol   145   45.6     1volkswagen   4
32512   T-Cross   2019   16990Manual       6127Diesel   145   53.3   1.6volkswagen   4
32513   T-Cross   2019   18195Manual       3514Petrol   145   47.9     1volkswagen   4
32514   T-Cross   2019   19990Automatic   11000Petrol   145   45.6     1volkswagen   4
32515   T-Cross   2020   20990Manual       5000Diesel   145   52.3   1.6volkswagen   3
32516   T-Cross   2019   17990Manual       5225Petrol   145   48.7     1volkswagen   4
32517   T-Cross   2019   17150Manual         99Petrol   145   48.7     1volkswagen   4
32518   T-Cross   2019   17100Manual       4489Petrol   145   48.7     1volkswagen   4
32519   T-Cross   2019   17950Manual      10387Diesel   145   53.3   1.6volkswagen   4
32520   T-Cross   2019   19479Automatic    6456Petrol   145   45.6     1volkswagen   4
32521   T-Cross   2019   19790Manual       4812Petrol   150   47.9     1volkswagen   4
32522   T-Cross   2019   19890Automatic    4458Petrol   145   45.6     1volkswagen   4
32523   T-Cross   2019   17890Manual       5400Petrol   145   47.9     1volkswagen   4
32524   T-Cross   2019   19590Automatic    2305Petrol   150   45.6     1volkswagen   4
32525   T-Cross   2020   19990Manual       1610Petrol   145   47.9     1volkswagen   3
32526   T-Cross   2020   21980Automatic    1000Petrol   150   45.6     1volkswagen   3
32527   T-Cross   2019   22450Manual       5000Diesel   145   52.3   1.6volkswagen   4
32528   T-Cross   2019   20850Manual       1299Petrol   145   47.9     1volkswagen   4
32529   T-Cross   2019   18450Manual       1214Petrol   145   47.9     1volkswagen   4
32530   T-Cross   2019   19250Automatic    3435Diesel   145   51.4   1.6volkswagen   4
32531   T-Cross   2020   23950Manual       7000Diesel   145   52.3   1.6volkswagen   3
32532   T-Cross   2019   19680Automatic    6180Petrol   145   45.6     1volkswagen   4
32533   T-Cross   2019   22991Automatic    2667Petrol   150   45.6     1volkswagen   4
32534   T-Cross   2019   18950Manual       3130Diesel   145   53.3   1.6volkswagen   4
32535   T-Cross   2019   19450Automatic    2940Diesel   145   51.4   1.6volkswagen   4
32536   T-Cross   2019   20290Manual       7039Petrol   145   47.9     1volkswagen   4
32537   T-Cross   2019   19890Automatic    4000Petrol   145   45.6     1volkswagen   4
32538   T-Cross   2020   19490Manual       1000Petrol   145   47.9     1volkswagen   3
32539   T-Cross   2019   20480Manual          8Diesel   145   52.3   1.6volkswagen   4
32540   T-Cross   2019   19980Manual       4358Petrol   145   47.9     1volkswagen   4
32541   T-Cross   2020   22990Manual       6000Petrol   145   47.9     1volkswagen   3
32542   T-Cross   2019   21000Manual       2500Petrol   145   47.9     1volkswagen   4
32543   T-Cross   2019   18500Manual       4673Petrol   145   47.9     1volkswagen   4
32544   T-Cross   2019   20990Manual       7248Petrol   150   47.9     1volkswagen   4
32545   T-Cross   2019   17490Manual       5999Petrol   145   47.9     1volkswagen   4
32546   T-Cross   2019   17290Manual       5560Petrol   145   47.9     1volkswagen   4
32547   T-Cross   2019   22990Automatic   30431Petrol   145   45.6     1volkswagen   4
32548   T-Cross   2019   19890Automatic    3428Petrol   145   45.6     1volkswagen   4
32549   T-Cross   2019   22980Automatic    4570Petrol   145   45.6     1volkswagen   4
32550   T-Cross   2019   18980Automatic    2010Petrol   145   45.6     1volkswagen   4
32551   T-Cross   2019   17980Manual       2278Petrol   145   47.9     1volkswagen   4
32552   T-Cross   2020   23980Automatic     450Petrol   145   45.6     1volkswagen   3
32553   T-Cross   2019   20490Manual       5999Petrol   145   47.9     1volkswagen   4
32554   T-Cross   2019   22850Automatic     100Diesel   145   51.4   1.6volkswagen   4
32555   T-Cross   2019   18450Manual        100Diesel   145   53.3   1.6volkswagen   4
32556   T-Cross   2019   19975Automatic    6000Petrol   145   45.6     1volkswagen   4
32557   T-Cross   2019   19850Manual       1000Diesel   145   52.3   1.6volkswagen   4
32558   T-Cross   2019   17490Manual       4082Petrol   145   48.7     1volkswagen   4
32559   T-Cross   2020   18980Manual        600Petrol   145   47.9     1volkswagen   3
32560   T-Cross   2019   18225Manual       6000Petrol   145   47.9     1volkswagen   4
32561   T-Cross   2019   19990Automatic    6000Petrol   145   45.6     1volkswagen   4
32562   T-Cross   2020   24490Semi-Auto    5000Petrol   145   45.6     1volkswagen   3
32563   T-Cross   2019   20591Automatic    3022Petrol   150   45.6     1volkswagen   4
32564   T-Cross   2019   19290Automatic    2687Petrol   145   45.6     1volkswagen   4
32565   T-Cross   2019   20596Manual       3540Petrol   145   47.9     1volkswagen   4
32566   T-Cross   2019   20896Automatic    2791Petrol   145   45.6     1volkswagen   4
32567   T-Cross   2019   18980Manual      12560Petrol   145   47.9     1volkswagen   4
32568   T-Cross   2019   17666Manual       3905Petrol   145   47.9     1volkswagen   4
32569   T-Cross   2019   19614Manual       4788Petrol   145   47.9     1volkswagen   4
32570   T-Cross   2019   20504Manual       4500Petrol   145   47.9     1volkswagen   4
32571   T-Cross   2019   17999Manual        691Petrol   150   48.7     1volkswagen   4
32572   T-Cross   2019   19950Manual       2000Petrol   145   47.9     1volkswagen   4
32573   T-Cross   2020   17750Manual       1500Diesel   145   53.3   1.6volkswagen   3
32574   T-Cross   2019   19400Automatic    2500Petrol   145   45.6     1volkswagen   4
32575   T-Cross   2020   18990Automatic    2500Diesel   145   51.4   1.6volkswagen   3
32576   T-Cross   2019   20850Manual       5000Diesel   145   53.3   1.6volkswagen   4
32577   T-Cross   2019   19000Manual       2500Diesel   145   52.3   1.6volkswagen   4
32578   T-Cross   2019   18000Manual       2349Petrol   145   47.9     1volkswagen   4
32579   T-Cross   2019   17000Manual       2999Petrol   145   48.7     1volkswagen   4
32580   T-Cross   2020   20490Automatic    1754Petrol   150   45.6     1volkswagen   3
32581   T-Cross   2020   18990Manual       5250Petrol   145   48.7     1volkswagen   3
32582   T-Cross   2019   19999Automatic    3461Petrol   145   45.6     1volkswagen   4
32583   T-Cross   2020   18995Manual       2500Petrol   145   47.9     1volkswagen   3
32584   T-Cross   2020   23990Automatic    4616Petrol   145   45.6     1volkswagen   3
32585   T-Cross   2020   20490Automatic    3600Petrol   145   45.6     1volkswagen   3
32586   T-Cross   2019   19490Manual       3102Petrol   145   47.9     1volkswagen   4
32587   T-Cross   2019   19990Automatic    6000Diesel   145   51.4   1.6volkswagen   4
32588   T-Cross   2019   19495Manual       1900Petrol   145   47.9     1volkswagen   4
32589   T-Cross   2019   19495Manual       1300Petrol   145   47.9     1volkswagen   4
32590   T-Cross   2019   19495Manual       2500Petrol   145   47.9     1volkswagen   4
32591   T-Cross   2020   21495Automatic     500Petrol   145   45.6     1volkswagen   3
32592   T-Cross   2019   17995Manual       3500Petrol   145   47.9     1volkswagen   4
32593   T-Cross   2019   20481Manual       6000Petrol   145   47.9     1volkswagen   4
32594   T-Cross   2020   24990Automatic    3000Petrol   150   45.6     1volkswagen   3
32595   T-Cross   2019   17995Manual       4895Petrol   145   47.9     1volkswagen   4
32596   T-Cross   2020   21999Automatic     565Petrol   145   45.6     1volkswagen   3
32597   T-Cross   2019   19966Automatic    2000Petrol   145   45.6     1volkswagen   4
32598   T-Cross   2019   17995Manual       3000Petrol   145   48.7     1volkswagen   4
32599   T-Cross   2019   17654Manual       1500Petrol   145   48.7     1volkswagen   4
32600   T-Cross   2019   19420Manual         50Petrol   145   47.9     1volkswagen   4
32601   T-Cross   2020   19450Manual       2684Petrol   150   48.7     1volkswagen   3
32602   T-Cross   2019   17899Manual      11000Petrol   145   48.7     1volkswagen   4
32603   T-Cross   2019   17999Manual       5000Petrol   145   47.9     1volkswagen   4
32604   T-Cross   2019   19753Manual       2707Petrol   145   47.9     1volkswagen   4
32605   T-Cross   2019   17987Manual       3102Petrol   145   47.9     1volkswagen   4
32606   T-Cross   2019   19788Automatic    3101Petrol   145   45.6     1volkswagen   4
32607   T-Cross   2019   16993Manual       4000Petrol   145   47.9     1volkswagen   4
32608   T-Cross   2019   17997Automatic    3800Diesel   145   51.4   1.6volkswagen   4
32609   T-Cross   2019   19393Automatic    2648Diesel   145   51.4   1.6volkswagen   4
32610   T-Cross   2019   17993Manual       2821Petrol   145   47.9     1volkswagen   4
32611   T-Cross   2019   19688Automatic    4397Petrol   145   45.6     1volkswagen   4
32612   T-Cross   2019   19995Manual       1873Diesel   145   53.3   1.6volkswagen   4
32613   T-Cross   2020   22990Manual       1478Petrol   145   47.9     1volkswagen   3
32614   T-Cross   2019   20500Manual       2700Diesel   145   52.3   1.6volkswagen   4
32615   T-Cross   2019   19850Automatic    3000Petrol   145   45.6     1volkswagen   4
32616   T-Cross   2019   17950Manual       8750Petrol   145   47.9     1volkswagen   4
32617   T-Cross   2019   21000Manual       1000Petrol   150   47.9     1volkswagen   4
32618   T-Cross   2019   18399Manual        250Petrol   145   47.9     1volkswagen   4
32619   T-Cross   2019   19000Semi-Auto    5000Diesel   145   51.4   1.6volkswagen   4
32620   T-Cross   2019   19999Manual       3989Diesel   145   52.3   1.6volkswagen   4
32621   T-Cross   2020   18999Manual       3152Petrol   145   47.9     1volkswagen   3
32622   T-Cross   2019   19999Manual       7000Diesel   145   52.3   1.6volkswagen   4
32623   T-Cross   2019   19499Manual       7421Diesel   145   52.3   1.6volkswagen   4
32624   T-Cross   2019   17999Manual        793Diesel   145   53.3   1.6volkswagen   4
32625   T-Cross   2019   17444Manual       3526Petrol   145   47.9     1volkswagen   4
32626   T-Cross   2019   20750Automatic    1000Petrol   145   45.6     1volkswagen   4
32627   T-Cross   2019   20699Manual       3558Petrol   145   47.9     1volkswagen   4
32628   T-Cross   2020   20299Manual       1910Petrol   145   48.7     1volkswagen   3
32629   T-Cross   2019   17999Manual       1645Petrol   145   47.9     1volkswagen   4
32630   T-Cross   2020   20450Automatic     445Petrol   145   45.6     1volkswagen   3
32631   T-Cross   2019   17875Manual       1155Petrol   150   47.9     1volkswagen   4
32632   T-Cross   2020   20675Automatic     895Petrol   150   45.6     1volkswagen   3
32633   T-Cross   2019   19950Manual       5000Diesel   145   52.3   1.6volkswagen   4
32634   T-Cross   2019   18450Manual       6000Diesel   145   52.3   1.6volkswagen   4
32635   T-Cross   2019   18990Manual       4587Diesel   145   52.3   1.6volkswagen   4
32636   T-Cross   2020   20990Automatic      69Petrol   145   45.6     1volkswagen   3
32637   T-Cross   2020   25990Automatic    1000Petrol   150   45.6     1volkswagen   3
32638   T-Cross   2019   16990Manual       3419Diesel   145   53.3   1.6volkswagen   4
32639   T-Cross   2020   20996Manual       1006Petrol   145   47.9     1volkswagen   3
32640   T-Cross   2020   21490Automatic     100Petrol   150   45.6     1volkswagen   3
32641   T-Cross   2019   19990Automatic    2900Petrol   145   45.6     1volkswagen   4
32642   T-Cross   2019   19790Manual       8024Diesel   145   52.3   1.2volkswagen   4
32643   T-Cross   2020   17490Manual       3882Diesel   145   53.3   1.6volkswagen   3
32644   T-Cross   2019   19490Manual       7546Diesel   145   52.3   1.2volkswagen   4
32645   T-Cross   2020   19790Manual        992Diesel   145   53.3   1.6volkswagen   3
32646   T-Cross   2019   20490Manual       6500Diesel   145   53.3   1.6volkswagen   4
32647   T-Cross   2020   19000Manual       3000Petrol   145   47.9     1volkswagen   3
32648   T-Cross   2020   18890Manual       3000Petrol   145   47.9     1volkswagen   3
32649   T-Cross   2020   22000Automatic    4212Petrol   145   45.6     1volkswagen   3
32650   T-Cross   2020   22880Automatic    1000Petrol   145   45.6     1volkswagen   3
32651   Polo      2016   10590Manual      20706Petrol    20   60.1   1.2volkswagen   7
32652   Polo      2017   10491Manual      15979Petrol   145   60.1   1.2volkswagen   6
32653   Polo      2017   11291Automatic   30989Petrol   150   60.1   1.2volkswagen   6
32654   Polo      2017   10891Manual      16650Petrol   150   60.1   1.2volkswagen   6
32655   Polo      2016   10000Manual      16529Petrol    20   60.1   1.2volkswagen   7
32656   Polo      2016    9000Manual      24312Petrol    20   58.9     1volkswagen   7
32657   Polo      2015   10000Manual      22908Petrol    20   60.1   1.2volkswagen   8
32658   Polo      2019   18493Automatic    5421Petrol   145   39.8     2volkswagen   4
32659   Polo      2016   11495Automatic   20000Petrol    20   60.1   1.2volkswagen   7
32660   Polo      2014   10000Automatic   14500Petrol    20   60.1   1.2volkswagen   9
32661   Polo      2015    6395Manual      61079Petrol    20   60.1     1volkswagen   8
32662   Polo      2017    9490Manual      27147Petrol   145   60.1   1.2volkswagen   6
32663   Polo      2014    7990Manual      23500Petrol    20   60.1     1volkswagen   9
32664   Polo      2016   11791Automatic   19871Petrol    20   60.1   1.2volkswagen   7
32665   Polo      2014    9491Automatic   26599Petrol   150   47.9   1.4volkswagen   9
32666   Polo      2016   11495Semi-Auto    4383Petrol    20   60.1   1.2volkswagen   7
32667   Polo      2016    8795Manual      19000Petrol    20   60.1     1volkswagen   7
32668   Polo      2016    9498Manual      16088Petrol    20   60.1     1volkswagen   7
32669   Polo      2017    9750Manual      28228Petrol   150   60.1   1.2volkswagen   6
32670   Polo      2019   16995Manual       1758Petrol   145   52.3     1volkswagen   4
32671   Polo      2017    9995Manual      23655Petrol   145   60.1   1.2volkswagen   6
32672   Polo      2015    8495Manual      22731Petrol    20   60.1     1volkswagen   8
32673   Polo      2016    9495Manual      31725Petrol    20   58.9     1volkswagen   7
32674   Polo      2017    9495Manual      20084Petrol    20   60.1     1volkswagen   6
32675   Polo      2016    8795Manual      48000Petrol    20   60.1   1.2volkswagen   7
32676   Polo      2017    9695Manual      14735Petrol    20   60.1     1volkswagen   6
32677   Polo      2017    9495Manual      28994Petrol    20   60.1     1volkswagen   6
32678   Polo      2016   11698Semi-Auto    4937Petrol    20   60.1   1.2volkswagen   7
32679   Polo      2016    9498Manual      21818Petrol     0   68.9     1volkswagen   7
32680   Polo      2017   10995Manual       9045Petrol    20   60.1     1volkswagen   6
32681   Polo      2016    8995Manual      16822Petrol    20   60.1     1volkswagen   7
32682   Polo      2017   11295Manual      22357Petrol    20   60.1   1.2volkswagen   6
32683   Polo      2019   11995Manual       4210Petrol   145   48.7     1volkswagen   4
32684   Polo      2019   12695Manual       3149Petrol   145   48.7     1volkswagen   4
32685   Polo      2019   11995Manual       3500Petrol   145   48.7     1volkswagen   4
32686   Polo      2017   10295Manual      34030Petrol    20   60.1   1.2volkswagen   6
32687   Polo      2017   11295Manual       7279Petrol   145   58.9     1volkswagen   6
32688   Polo      2017   11695Manual       9126Petrol   145   60.1   1.2volkswagen   6
32689   Polo      2019   11995Manual       3112Petrol   145   48.7     1volkswagen   4
32690   Polo      2019   14995Manual        565Petrol   145   52.3     1volkswagen   4
32691   Polo   2019   14995Manual         10Petrol   145   52.3     1volkswagen    4
32692   Polo   2019   15895Manual       1036Petrol   145   48.7     1volkswagen    4
32693   Polo   2019   15485Manual         10Petrol   145   48.7     1volkswagen    4
32694   Polo   2019   15895Manual       3323Petrol   145   48.7     1volkswagen    4
32695   Polo   2019   15985Manual       3205Petrol   145   52.3     1volkswagen    4
32696   Polo   2020   16285Manual         10Petrol   145   47.9     1volkswagen    3
32697   Polo   2016    9295Manual      15322Petrol    20   58.9     1volkswagen    7
32698   Polo   2016    9795Manual      20930Petrol    20   58.9     1volkswagen    7
32699   Polo   2016    8995Manual      31203Petrol    20   58.9     1volkswagen    7
32700   Polo   2017    9298Manual      31553Petrol   145   60.1     1volkswagen    6
32701   Polo   2017   10995Manual      16362Petrol    20   60.1   1.2volkswagen    6
